,Make,Price,Year,Kilometer,Fuel Type
1794,Mercedes-Benz,5300000,2022,12500,Diesel
1795,Mercedes-Benz,4775000,2018,51529,Diesel
1796,Mahindra,249000,2013,60000,Diesel
1797,Maruti Suzuki,509999,2019,48000,Petrol
1798,Jeep,1450000,2018,90000,Diesel
1799,Maruti Suzuki,640000,2017,63000,Diesel
1800,Maruti Suzuki,299000,2017,65822,Diesel
1801,Maruti Suzuki,195000,2009,102000,LPG
1802,Mercedes-Benz,1495000,2011,72100,Diesel
1803,Porsche,14900000,2021,7534,Petrol
1804,Toyota,350000,2013,34000,Petrol
1805,Toyota,1421000,2017,75000,Diesel
1806,Honda,595000,2017,99000,Petrol
1807,Maruti Suzuki,351000,2013,42000,Diesel
1808,Maruti Suzuki,325000,2012,118000,Petrol
1809,Mahindra,975000,2017,78000,Diesel
1810,Maruti Suzuki,825000,2019,44000,Petrol
1811,Tata,1050000,2017,88757,Diesel
1812,Audi,1970000,2017,85000,Diesel
1813,BMW,4100000,2020,12136,Diesel
1814,Maruti Suzuki,385000,2019,2200,Petrol
1815,Audi,1525000,2015,49000,Diesel
1816,Mercedes-Benz,4150000,2021,6000,Petrol
1817,Maruti Suzuki,725000,2017,64000,Diesel
1818,Toyota,340000,2011,109000,Petrol
1819,Maruti Suzuki,650000,2018,32000,Petrol
1820,Maruti Suzuki,570000,2019,13000,Petrol
1821,Toyota,160000,2008,90000,Diesel
1822,Mahindra,1220000,2020,35000,Diesel
1823,Mahindra,800000,2017,112000,Diesel
1824,Maruti Suzuki,660000,2017,40000,Petrol
1825,Honda,575000,2017,53580,Petrol
1826,Mahindra,240000,2013,51500,Diesel
1827,Honda,950000,2019,22000,Petrol
1828,Renault,419000,2017,23700,Petrol
1829,Maruti Suzuki,750000,2017,48069,Petrol
1830,Audi,3400000,2019,48000,Diesel
1831,Skoda,1160000,2015,47981,Diesel
1832,Hyundai,1750000,2021,26000,Diesel
1833,Kia,1575000,2020,63000,Diesel
1834,Toyota,2811000,2019,71500,Diesel
1835,Hyundai,475000,2016,16630,Petrol
1836,Audi,4351000,2018,36000,Diesel
1837,Honda,850000,2017,47255,Petrol
1838,Mahindra,1095000,2018,50000,Diesel
1839,BMW,7700000,2021,18703,Diesel
1840,Audi,5800000,2021,7935,Petrol
1841,Hyundai,1925000,2022,9355,Petrol
1842,Renault,305000,2018,34800,Petrol
1843,Nissan,385000,2013,72000,Diesel
1844,Skoda,500000,2012,86288,Diesel
1845,Honda,655000,2017,24003,Petrol
1846,Tata,925000,2017,28000,Diesel
1847,Hyundai,690000,2017,65000,Diesel
1848,Mahindra,1500000,2019,75000,Diesel
1849,Maruti Suzuki,625000,2015,45000,Diesel
1850,Hyundai,844999,2018,71000,Diesel
1851,Honda,745000,2018,54000,Petrol
1852,Mahindra,650000,2015,49776,Diesel
1853,Maruti Suzuki,640000,2017,61000,Diesel
1854,Volvo,2050000,2017,68000,Diesel
1855,Maruti Suzuki,395000,2014,47884,Petrol
1856,Skoda,1390000,2017,56000,Petrol
1857,Honda,365000,2010,58424,Petrol
1858,Hyundai,451000,2017,55000,Diesel
1859,Maruti Suzuki,130000,1996,100000,Petrol + LPG
1860,Toyota,2150000,2017,45000,Diesel
1861,Maruti Suzuki,195000,2011,75000,Diesel
1862,Skoda,880000,2018,47000,Petrol
1863,Hyundai,1180000,2019,38000,Petrol
1864,Maruti Suzuki,285000,2016,17000,Petrol
1865,BMW,7998999,2020,20000,Diesel
1866,Hyundai,925000,2018,925000,Diesel
1867,Ford,675000,2019,35000,Diesel
1868,MINI,2500000,2015,34303,Diesel
1869,Audi,3675000,2019,34000,Diesel
1870,Hyundai,2400000,2022,8000,Diesel
1871,Kia,1300000,2020,27000,Diesel
1872,Hyundai,825000,2021,6600,Petrol
1873,Toyota,899000,2015,125000,Diesel
1874,Maruti Suzuki,409999,2021,13424,Petrol
1875,Maruti Suzuki,289000,2015,78000,CNG
1876,Maruti Suzuki,280000,2011,69276,Petrol
1877,Hyundai,811999,2017,31000,Diesel
1878,BMW,5400000,2017,33000,Diesel
1879,Maruti Suzuki,220000,2012,54000,Petrol
1880,Volkswagen,625000,2014,54000,Diesel
1881,Maruti Suzuki,725000,2017,75000,Diesel
1882,BMW,4195000,2017,63651,Diesel
1883,Audi,1450000,2014,71796,Diesel
1884,Nissan,425000,2014,74000,Diesel
1885,Hyundai,250000,2013,82461,Petrol
1886,Maruti Suzuki,800000,2018,66000,Diesel
1887,Mahindra,875000,2015,87000,Diesel
1888,Mercedes-Benz,2275000,2016,61109,Diesel
1889,Tata,525000,2019,32000,Petrol
1890,Mercedes-Benz,20000000,2021,6600,Petrol
1891,Mahindra,1520000,2021,14000,Petrol
1892,Hyundai,170000,2009,135797,Petrol
1893,Ford,3300000,2019,42475,Diesel
1894,Maruti Suzuki,575000,2018,27239,Petrol
1895,Chevrolet,190000,2013,66000,Petrol
1896,Hyundai,755000,2022,2272,Petrol
1897,Honda,1130000,2015,50000,Petrol
1898,Maruti Suzuki,316000,2019,17491,Petrol
1899,Maruti Suzuki,610000,2017,38674,Petrol
1900,Audi,1875000,2016,40000,Diesel
1901,Maruti Suzuki,480000,2021,14000,CNG
1902,Renault,365000,2019,32000,Petrol
1903,Hyundai,250000,2012,72000,Petrol
1904,Ford,745000,2017,82000,Diesel
1905,Mercedes-Benz,1150000,2013,52000,Petrol
1906,MG,2100000,2020,38500,Electric
1907,Hyundai,200000,2014,56000,Diesel
1908,Honda,775000,2016,42000,Petrol
1909,Hyundai,860000,2016,57983,Petrol
1910,Audi,2089999,2018,15600,Petrol
1911,Hyundai,1100000,2019,26000,Diesel
1912,Mercedes-Benz,18500000,2021,5000,Diesel
1913,Maruti Suzuki,260000,2011,90000,Diesel
1914,Mercedes-Benz,2690000,2016,43323,Diesel
1915,Skoda,1400000,2020,94182,Diesel
1916,Hyundai,515000,2022,3395,Petrol
1917,Maruti Suzuki,600000,2014,53213,Diesel
1918,Ford,2000000,2017,93000,Diesel
1919,Jaguar,2850000,2018,45000,Diesel
1920,Toyota,3200000,2017,110000,Diesel
1921,Toyota,1075000,2016,70000,Petrol
1922,Tata,575000,2020,40000,Petrol
1923,Volvo,3950000,2018,52000,Diesel
1924,Maruti Suzuki,750000,2019,6200,Petrol
1925,Honda,755000,2017,75650,Diesel
1926,Hyundai,190000,2010,60000,Petrol
1927,Maruti Suzuki,425000,2014,89000,Diesel
1928,Porsche,3600000,2014,43000,Petrol
1929,Maruti Suzuki,390000,2019,56000,CNG
1930,Hyundai,855000,2017,57000,Diesel
1931,Hyundai,225000,2012,56000,Petrol
1932,Audi,2425000,2016,60000,Diesel
1933,Mahindra,1270000,2019,61805,Diesel
1934,Maruti Suzuki,325000,2014,58000,CNG
1935,Tata,750000,2019,33000,Petrol
1936,Honda,185000,2008,70000,Petrol
1937,Maruti Suzuki,450000,2014,48000,Petrol
1938,MG,1710000,2020,12400,Diesel
1939,Mahindra,665000,2017,92000,Diesel
1940,Hyundai,871000,2015,64000,Diesel
1941,Maruti Suzuki,625000,2021,18000,CNG
1942,Mahindra,495000,2016,53376,Diesel
1943,Honda,600000,2016,70000,Diesel
1944,Mahindra,875000,2019,70000,Diesel
1945,Hyundai,595000,2014,65123,Diesel
1946,Honda,425000,2014,58600,Petrol
1947,Hyundai,1050000,2021,7500,Petrol
1948,Hyundai,1299000,2019,39000,Diesel
1949,Hyundai,175000,2009,23000,Petrol
1950,Maruti Suzuki,994999,2019,27900,Petrol
1951,Maruti Suzuki,1025000,2019,42000,CNG
1952,BMW,4175000,2016,27011,Diesel
1953,Renault,265000,2016,122000,Petrol
1954,Maruti Suzuki,475000,2015,48000,Petrol
1955,Hyundai,660000,2018,9000,Petrol
1956,Renault,490000,2019,32000,Petrol
1957,Toyota,1950000,2018,54000,Petrol
1958,Nissan,315000,2012,57000,Petrol
1959,Mercedes-Benz,4190000,2017,90000,Diesel
1960,Honda,341000,2016,49000,Petrol
1961,Maruti Suzuki,950000,2018,71000,Diesel
1962,Maruti Suzuki,409999,2014,20000,Petrol
1963,Maruti Suzuki,290000,2012,12300,Petrol
1964,Maruti Suzuki,1050000,2021,5000,Diesel
1965,Maruti Suzuki,365000,2013,68000,Petrol
1966,Mercedes-Benz,3100000,2019,17000,Diesel
1967,Mahindra,1875000,2022,15000,Diesel
1968,Land Rover,5100000,2019,24444,Petrol
1969,Ford,595000,2015,43000,Diesel
1970,Mercedes-Benz,5200000,2020,18000,Diesel
1971,Land Rover,6000000,2014,82000,Diesel
1972,Mercedes-Benz,5775000,2019,57000,Diesel
1973,Mercedes-Benz,4975000,2021,2610,Petrol
1974,Maruti Suzuki,650000,2017,92000,Diesel
1975,Maruti Suzuki,521000,2017,40879,Petrol
1976,Ford,570000,2016,80000,Diesel
1977,Mercedes-Benz,8100000,2022,5500,Diesel
1978,Maruti Suzuki,160000,2011,89000,Diesel
1979,BMW,5500000,2017,68690,Diesel
1980,Maruti Suzuki,420000,2018,50000,Petrol
1981,Renault,299000,2018,19000,Petrol
1982,Skoda,350000,2012,130000,Diesel
1983,Maruti Suzuki,575000,2017,35000,Diesel
1984,Honda,335000,2013,64418,Petrol
1985,Hyundai,480000,2019,10265,Petrol
1986,Maruti Suzuki,675000,2021,15000,CNG
1987,Ford,350000,2012,85000,Diesel
1988,Mercedes-Benz,2500000,2018,90000,Diesel
1989,Maruti Suzuki,260000,2013,89000,CNG
1990,Maruti Suzuki,400000,2017,43000,CNG
1991,Toyota,2750000,2017,219000,Diesel
1992,Toyota,555000,2010,261236,Petrol
1993,Maruti Suzuki,790000,2017,50000,Diesel
1994,Maruti Suzuki,180000,2014,48000,Petrol
1995,Hyundai,551000,2019,39000,Diesel
1996,Maruti Suzuki,860000,2018,33030,Diesel
1997,Honda,375000,2013,86000,Petrol
1998,Maruti Suzuki,725000,2017,55000,Petrol
1999,Hyundai,400000,2017,35000,Petrol
2000,Jeep,2275000,2022,2000,Petrol
2001,Jeep,1250000,2018,90000,Diesel
2002,Honda,499000,2012,96506,Petrol
2003,Volkswagen,399000,2014,88000,Petrol
2004,Mercedes-Benz,335000,2008,140987,Diesel
2005,Maruti Suzuki,450000,2015,52000,Petrol
2006,Maruti Suzuki,409999,2015,54443,Petrol
2007,Mercedes-Benz,6100000,2020,9500,Diesel
2008,BMW,4690000,2018,75000,Diesel
2009,Audi,775000,2012,89000,Diesel
2010,Audi,3000000,2017,42000,Petrol
2011,Datsun,250000,2018,25000,Petrol
2012,BMW,6200000,2021,39000,Diesel
2013,Maruti Suzuki,590000,2014,86000,Diesel
2014,MINI,1300000,2013,50300,Diesel
2015,Mahindra,1639999,2018,43000,Diesel
2016,Mahindra,740000,2013,83555,Diesel
2017,Mahindra,770000,2019,27500,Diesel
2018,Ford,530000,2013,75000,Diesel
2019,BMW,2975000,2015,87000,Diesel
2020,Hyundai,1989999,2022,5800,Diesel
2021,Toyota,3250000,2018,173000,Diesel
2022,Kia,1975000,2021,7000,Petrol
2023,Mahindra,735000,2015,121000,Diesel
2024,Tata,425000,2013,96000,Diesel
2025,Honda,195000,2008,57885,Petrol
2026,Toyota,315000,2011,38091,Petrol
2027,Hyundai,275000,2013,34000,Petrol
2028,Honda,750000,2018,75000,Diesel
2029,Toyota,465000,2014,82000,Diesel
2030,Kia,1325000,2021,20000,Petrol
2031,Maruti Suzuki,175000,2008,65000,Diesel
2032,Land Rover,8900000,2020,88000,Petrol
2033,Mercedes-Benz,950000,2011,65000,Petrol
2034,Maruti Suzuki,275000,2011,65000,Diesel
2035,Maruti Suzuki,265000,2011,41000,Petrol
2036,Toyota,1000000,2010,127000,Diesel
2037,Honda,730000,2016,51834,Petrol
2038,Jeep,1495000,2018,28000,Petrol
2039,Mercedes-Benz,1150000,2014,39000,Petrol
2040,Honda,590000,2015,116592,Petrol
2041,Mercedes-Benz,2450000,2014,80000,Diesel
2042,Chevrolet,299000,2014,32000,Petrol
2043,Mercedes-Benz,2850000,2016,21200,Diesel
2044,Mahindra,2765000,2022,75,Petrol
2045,Maruti Suzuki,365000,2014,75693,CNG
2046,Maruti Suzuki,850000,2018,85000,Diesel
2047,Honda,480000,2015,49000,Petrol
2048,Hyundai,345000,2016,71000,Diesel
2049,Mercedes-Benz,5950000,2017,80000,Petrol
2050,Hyundai,891000,2016,47000,Petrol
2051,Maruti Suzuki,925000,2021,48000,Petrol
2052,Hyundai,409999,2014,68000,Diesel
2053,Maruti Suzuki,245000,2014,79000,Petrol
2054,Mahindra,850000,2016,90300,Diesel
2055,Hyundai,275000,2014,83000,Petrol
2056,Ford,240000,2013,73000,Petrol
2057,BMW,4290000,2018,60474,Diesel
2058,Mahindra,670000,2017,72000,Diesel
